Id,SalePrice
1008,183281.75843525238
1908,145792.73023562777
2519,201187.81368060928
1369,84549.73800988191
2855,174800.7996412779
712,106463.87497007567
1943,121117.23167601487
1958,126127.02314112781
107,162229.64377940487
2295,202776.60501157187
704,104519.98637640449
676,134755.02318650935
259,178257.0562219178
93,283045.7757910226
106,238383.7905050025
2315,182366.97752635268
1050,94004.99296794177
1095,205638.9002943688
2709,150420.88473925652
758,145213.62753135394
1496,162497.6057321121
2370,122316.43569411663
2458,293878.0102166177
2733,138655.9652392325
161,265639.9850759085
726,142535.68031573202
845,214844.8669660247
947,263553.49382922007
2232,114719.92768595352
2563,135985.35714846128
2299,147641.63743487105
211,61174.61166520399
605,142418.67668081407
1478,192782.98398723634
2247,297999.48211686924
2274,231018.27056918782
2869,232151.90130206963
967,213956.89607697318
2656,121298.93890813644
667,196102.54144349069
1042,114625.0729651359
2023,159567.64387709857
2447,361402.1172911922
2055,137455.30713361202
2275,289182.1807497618
2204,185010.37418361098
1563,291338.6861271772
483,237055.15526551593
796,130288.72504532817
1526,150405.3654306475
2042,119489.7607236309
442,340684.51807812985
1693,331507.85651781654
1468,215804.4435682694
1430,192111.85500777228
2605,138762.9389557973
1529,210923.38097265846
335,146170.12852938095
1287,113670.33890726193
31,98598.99548352943
1785,331240.0516801493
82,152439.2475535721
2620,137707.75670148764
252,171060.01202422773
721,53431.12352771811
2165,197488.249916706
2316,203980.39179920772
775,138280.98811485496
1558,79639.559710518
17,199693.8813542575
1022,249625.25972768088
925,131569.855371918
438,278870.6367285366
1270,118930.42374687374
1272,119445.79926984348
215,136034.34523097874
266,225611.4663910757
2402,304668.98121274833
1250,132280.71315023763
1984,124767.57307296895
1279,144102.2277722254
377,250941.53602096817
1252,99838.81644649773
2156,258057.45928556315
499,326899.94360697584
1374,117782.41810107997
2898,241800.83621976234
401,112514.22483129734
2721,146900.88989663983
2078,238938.18079450214
2589,141899.17677698834
1946,220296.42855025153
1334,127977.04284675865
2781,208108.87872555188
431,388199.4462393758
576,193507.02835975037
1474,208599.55273039924
2254,153723.98746935296
2155,277711.4155945149
885,105581.14100098218
643,137840.27790865436
1944,120072.72888372399
480,197752.9814443585
2845,96242.64249159316
2387,323244.31680293445
2407,227384.96024537485
2527,170820.10375726272
2514,146062.4924401624
629,126702.68041797605
80,209139.1874660884
1876,136717.27974805646
1546,119963.26670537697
2518,173459.6078004725
2347,155322.81918432974
783,227337.7147656505
1322,22516.0443815607
194,97422.49112866035
1770,302017.21853603027
2143,155216.35825682333
1229,223242.24940154218
511,281181.58711221965
46,249137.79641319433
1348,133637.64383052068
2465,211547.38280497424
387,234815.35337453452
873,222642.66097897704
1918,115398.73049281555
2764,236677.46297987172
2184,133667.8007468498
934,138768.1505943751
1920,129673.14554221497
2631,150587.74046854168
1768,557227.3931834293
2040,121577.10360731313
1749,224017.54886759783
834,255173.55942829495
1457,225462.49387572863
79,107092.70909775996
2302,125757.07359998106
1817,154490.87529305695
2755,232959.5549438534
359,175576.24726887318
2059,104712.58049276039
2092,219141.9054239859
2516,226049.99823380544
150,112325.79355387225
1656,146052.48311838272
83,90991.73788832336
2411,190606.62913765837
795,87376.51953071197
2312,222290.21441905046
2917,115324.85105519253
1624,184648.5176640184
2215,285350.58327023225
1211,151542.41463771078
1485,151371.5673316444
1024,190938.0948158018
570,204437.83151174532
2874,153546.63185628614
700,127414.89500673089
2756,219857.56823826965
2022,183612.62970329053
583,237800.24483976522
2392,373523.532076205
2424,171472.12776779724
212,114827.51867809432
736,135520.24584722426
1610,163113.1915376855
890,120983.5596379317
467,177664.51710133988
578,187534.22166949618
1747,193214.19336202118
1149,153379.13115305017
2758,270450.7216887427
857,138193.89631446457
2219,238605.41229576222
733,111260.18899251652
2909,118328.11826657834
1798,249016.4276904274
235,129758.11830304774
2366,117404.12972873147
1027,139106.9635635645
1195,144446.23912270786
1303,40312.36049967073
148,192140.8290222843
608,166288.55035003735
2515,214604.02100239962
821,250786.56817696488
2500,264629.26718280104
745,112794.52246628294
741,137688.9579028875
1611,107080.65615029106
2532,138686.1536063187
1081,221191.6258428697
1692,415439.6252545474
2520,187540.15061341683
276,112108.43642123321
1992,136960.3660900689
663,41658.75304276598
418,109181.09557858825
1733,207764.67405064512
2359,143914.22574196354
253,185257.58045711298
1518,192077.33781334182
2035,152837.31044814803
2919,81124.72154037215
1540,237153.09311150873
2120,141839.3797278444
1674,163316.3181479912
256,134446.6708359635
2361,87766.09982785072
978,70164.03814724948
2280,141914.79878385644
2095,228406.41586989872
1709,337135.76343210257
2801,251584.58460568835
1246,111929.02226612356
2373,91142.08199367905
1055,317794.2118785259
2017,136559.28863716623
1099,291795.47166638635
1344,86051.22340787867
835,212998.12413493078
1117,234162.90087187855
2043,89693.89618946025
2085,123597.05763193867
410,137242.46274099682
2650,115102.07332218875
2867,171381.1599726299
1668,112498.10971851372
1161,165574.66447248062
2122,177577.93449054944
2539,153819.73521651071
1047,134661.95855485456
1445,144358.23059227268
541,135653.52502189676
569,232324.36052627838
1276,123606.06862959772
918,165568.49750005786
326,155677.41808804742
1936,140132.13992021728
895,112823.94806862931
257,146932.27495888053
1241,172771.97613760922
1545,124318.75491034931
1189,180605.317095606
270,139890.0604078287
2066,166013.2792996575
693,106878.44322086593
1259,126000.8130277271
2916,154890.79543393644
2321,308804.64357434015
1977,110758.36583038978
1895,141364.55546748926
1240,179084.03949354548
85,151027.2455456979
1823,123464.56395430118
825,287889.41919247125
110,231939.6403745302
697,119020.92107514269
2297,120796.61798332009
1231,127354.22285991343
1355,139667.11631018546
968,322553.510705238
584,229654.36369814238
1315,145776.59274123173
1606,149191.12309498
206,96191.54675163016
1685,369006.7860509561
2016,139855.21056527423
869,204560.03787086127
2135,116009.50703419434
2346,180721.84964891686
2430,231043.76669715974
2198,95313.81035486533
2652,129286.28434963927
27,120483.80264779385
241,159860.62284285616
906,128953.2343963747
1506,124419.62883863525
2098,353913.29099306953
1435,217258.07521785272
2213,155782.2513260373
1274,125484.69275086216
743,14769.065489521861
1737,208720.8964039497
2797,266817.3804907491
2185,59169.15310090358
58,169994.04149983564
830,208268.92399089597
808,118208.43084828113
680,153217.77236741758
1153,116732.62741199382
1291,140831.66257714728
1818,150209.98103006184
2161,195425.01264916084
1883,109288.11108063383
350,366644.08695777896
2473,162041.51943729527
295,184633.15383382884
293,179602.83888688724
859,128399.45964171918
288,68030.98566461843
1578,155042.23686043522
102,198027.5029520837
2831,135163.87797074742
1030,147224.93283967854
2551,144746.40670995024
1286,144421.5030364903
958,309051.3439083119
776,133129.34153087193
72,250389.8600851884
2263,261909.1323170793
1866,160181.17362272934
2876,64740.61905978143
2146,234783.0595851548
103,184564.54590323294
1500,116413.73562844636
492,183597.5163276477
167,152501.400952344
2597,122423.41714903737
2685,121628.17951106874
1035,161753.72641365093
1220,74729.72017979465
2602,150412.68867769913
2159,216324.33385777244
695,148218.47425537114
1109,275284.11709899973
640,178701.2892585407
1652,142166.93290600023
2090,158924.667525851
1188,189064.96697999327
2345,232120.4158845983
1059,396531.00961425924
2751,240822.76969686538
128,198991.1695537758
1523,189320.49484661815
2925,177038.35032231914
2145,297748.04284251574
1121,226670.2175742485
566,257350.69357386226
565,253103.58358356083
1331,147725.54330702097
2928,124897.15831272317
156,130365.09449088242
797,132006.0204706108
327,89009.62070778689
2859,146058.34600656026
1453,124753.1535594254
1762,344911.75794320257
1868,209501.48371964047
1760,171605.05228876264
1113,217521.12923811554
1812,196794.0262647441
117,158846.1897803366
1142,208953.4954305279
2342,397845.93092494796
927,151223.74528353615
2478,178363.2490518772
655,73732.51968031621
2064,135351.54460597175
369,297487.8286539335
2239,112426.32190824064
2732,218824.74574150261
1653,168047.2800675664
959,229216.81726504
2395,357504.4364566945
1412,119198.858227486
271,259528.4353432423
1484,145102.15673882453
1497,164119.80977596444
552,157723.76474527907
2,118285.78861951694
1855,297305.901628923
4,271761.58115439216
2292,149807.26818969444
134,143758.38083537223
646,94859.11634890187
42,310356.29315380775
532,235220.7449199179
713,93730.54111895239
2561,140091.27717634986
2360,144584.57827688535
1333,132726.26917503588
1407,207919.4420756966
2892,287259.4642738769
574,217467.00415568752
1227,208387.84883747814
2591,193058.0784824453
1476,213555.79317754152
1125,255614.6230945479
1446,139312.98189618147
408,124546.62426105286
1101,287555.96306289436
2251,194811.69500274508
373,189530.05229723896
2554,126317.43325489448
2382,274008.9812147382
1985,93596.69495842632
519,254267.99279308278
1093,182112.53534913913
864,245264.01411605038
2889,142093.30788703187
2308,195558.16063353425
986,155799.14725266214
1302,144613.32790212735
585,151132.2775564065
2708,154111.28833117383
147,133756.77866571082
1441,218741.84272964168
383,190996.2716738935
285,147974.61720771992
181,105896.83901393805
358,191763.59571626983
780,164964.66737910366
258,184291.30994412242
1865,225552.21253877558
692,118917.09602532483
2902,316454.9077162526
508,255471.88903452115
2638,155041.27313283412
36,128485.63775242143
611,168362.20166851534
2281,154334.18744739634
1678,119672.71616650771
1696,441811.9832445341
1557,70319.75358395366
2180,161433.48077078012
1726,238774.29703557387
951,147706.48853354604
267,223765.90640833258
2706,131049.73270286975
2221,259676.81957618942
1357,169958.22484726663
2901,304137.37400117004
347,169653.56229755146
2164,200353.29306645863
1586,301155.77601024386
360,141722.7960747325
1769,260788.2651796958
2617,175689.2859322537
1879,132017.35594382812
991,218385.9988646577
1535,134442.77183160066
1191,137149.60406184377
1579,240167.14208203228
1882,150317.11349499307
1510,133312.988748902
2196,182821.98122696727
1845,179409.3058154206
2336,406298.62664897693
942,92789.17400887399
861,137780.3588378822
2555,124918.09920415012
1392,177708.5168883545
2099,264948.5484881417
1543,114853.45337441907
948,280704.1976132017
1239,190713.51515035972
22,185359.90291584743
2796,236056.40442071419
2747,179962.5173151533
92,296797.7659996927
210,155033.9891014442
1858,195889.84616078396
2228,139061.18571941231
447,258895.7179010135
827,251112.96895046713
1649,216600.87753495591
682,128405.45145634549
2698,115269.3548256245
494,167460.2512900154
214,82649.19520911023
2441,244493.89785285215
2679,122255.605389708
1336,142177.72812686142
465,172179.64355908913
1524,157554.4920706504
2543,107334.68771905365
631,148240.49384381075
2452,311745.4339216619
228,167660.10785999446
126,174581.98366686414
1092,254966.83601648762
1122,219498.80490174328
932,239011.53392955585
1980,86051.8075145408
2171,125578.67789348663
551,154806.11900546862
2768,176166.01169540017
2056,116538.66705444624
1159,349352.1130044793
2645,119111.35902097778
1174,173036.16288215158
2266,216314.7421372201
2462,362886.74049956194
1219,145770.9025611959
2922,188173.15479965718
118,149585.01600972514
474,150615.37443122815
2576,156854.73413453047
872,275249.92876790673
1077,219417.81772237268
1536,157635.09448659682
1150,129974.62261620909
2341,351924.78063607647
1931,157338.8615065495
2785,130399.47512281752
2538,128155.89640755169
597,212915.62419401214
464,225045.44370315518
233,248749.58209531358
2169,129239.91821001066
2123,169782.9638201343
1867,182792.20309754618
137,242094.31264120166
515,246191.99780926315
933,101439.00161156605
2784,160406.25476987375
972,159540.79975332788
599,170415.14716574416
2614,124950.71154626447
2582,140370.0861098643
1409,173257.01147378696
175,106255.20945472267
352,253967.8310992098
976,99999.42417149284
2134,188904.0054153152
984,112396.16087123031
2396,342596.9019943903
1673,127711.23072326579
404,122097.28455137838
607,176094.11144997837
814,160395.52668506114
868,191637.87581925374
2271,183922.05545458282
1633,261383.11103841412
337,167596.90409502486
2765,188258.50506401833
1746,248523.51264133916
368,351337.5480619989
2806,211557.20239517317
1662,199402.6025867524
1234,220456.11728116949
1373,132016.13081889146
1672,109405.26689241457
1939,119658.7844851055
